15 November 2013	Typhoon Haiyan: China rebuked for 'stingy' aid	http://www.bbc.co.uk/news/blogs-echochambers-24951258
14 November 2013	US healthcare enrolment figures lower than expected	http://www.bbc.co.uk/news/world-us-canada-24935411
11 November 2013	EU and US resume trade deal talks	http://www.bbc.co.uk/news/business-24895482
8 November 2013	US job creation stronger in October	http://www.bbc.co.uk/news/business-24870322
7 November 2013	US economy sees growth pick up	http://www.bbc.co.uk/news/business-24853707
7 November 2013	Internet Archive building damaged by fire	http://www.bbc.co.uk/news/technology-24848907
6 November 2013	Democrats take New York and Virginia as Republicans win New Jersey	http://www.bbc.co.uk/news/world-us-canada-24838385
6 November 2013	Democrats win key New York City and Virginia polls	http://www.bbc.co.uk/news/world-us-canada-24813179
6 November 2013	Defeated Virginia Republicans ponder unpopular choices	http://www.bbc.co.uk/news/world-us-canada-24831236
4 November 2013	Virginia governor race: McAuliffe and Cuccinelli campaign on election eve	http://www.bbc.co.uk/news/world-us-canada-24809097
4 November 2013	Five reasons why the Virginia governor's race matters	http://www.bbc.co.uk/news/magazine-24751202
30 October 2013	Putin tops Forbes most powerful people list	http://www.bbc.co.uk/news/world-europe-24742039
30 October 2013	US Fed maintains stimulus measures	http://www.bbc.co.uk/news/business-24750619
29 October 2013	The limits of star power	http://www.bbc.co.uk/news/business-24723411
28 October 2013	With an eye on the White House, Cruz takes on Iowa	http://www.bbc.co.uk/news/magazine-24680604
25 October 2013	Healthcare contractors point finger at Obama administration	http://www.bbc.co.uk/news/world-us-canada-24658892
24 October 2013	The Snowden effect on US diplomacy	http://www.bbc.co.uk/news/world-us-canada-24664045
23 October 2013	Australia to raise debt limit by two-thirds to A$500bn	http://www.bbc.co.uk/news/business-24633858
22 October 2013	Conservative rift: Republican Party can learn from history	http://www.bbc.co.uk/news/world-us-canada-24629731
22 October 2013	US added 148,000 jobs in September	http://www.bbc.co.uk/news/business-24626151
22 October 2013	Obama addresses healthcare website glitches	http://www.bbc.co.uk/news/world-us-canada-24613022
18 October 2013	How to rebuild the Republican brand	http://www.bbc.co.uk/news/magazine-24574589
18 October 2013	Cambridge and Woking American cemeteries reopen as US agrees budget	http://www.bbc.co.uk/news/uk-england-24578856
17 October 2013	US government employees head back to work	http://www.bbc.co.uk/news/world-us-canada-24563189
17 October 2013	Viewpoints: Charting a course ahead for Boehner	http://www.bbc.co.uk/news/world-us-canada-24557328
